,GameId,PlayId,Quarter,GameClock
821,2018111805,89,1,14:22:00
822,2018111806,92,1,14:52:00
823,2018111806,159,1,14:10:00
824,2018111807,51,1,15:00:00
825,2018111807,106,1,14:09:00
826,2018111808,176,1,13:47:00
827,2018111808,248,1,11:44:00
828,2018111809,76,1,14:54:00
829,2018111809,186,1,13:24:00
830,2018111810,63,1,14:56:00
831,2018111810,110,1,13:34:00
832,2018111900,51,1,15:00:00
833,2018111900,199,1,12:55:00
834,2018112200,61,1,15:00:00
835,2018112200,274,1,12:10:00
836,2018112201,51,1,15:00:00
837,2018112201,148,1,12:36:00
838,2018112202,51,1,15:00:00
839,2018112202,106,1,13:47:00
840,2018112500,59,1,14:52:00
841,2018112500,106,1,13:56:00
842,2018112501,81,1,14:15:00
843,2018112501,125,1,12:58:00
844,2018112502,51,1,15:00:00
845,2018112502,75,1,14:23:00
846,2018112503,84,1,14:11:00
847,2018112503,131,1,12:57:00
848,2018112504,61,1,15:00:00
849,2018112504,137,1,13:18:00
850,2018112505,51,1,15:00:00
851,2018112505,73,1,14:35:00
852,2018112506,51,1,15:00:00
853,2018112506,120,1,13:47:00
854,2018112507,98,1,14:21:00
855,2018112507,153,1,13:35:00
856,2018112508,59,1,14:54:00
857,2018112508,81,1,14:16:00
858,2018112509,51,1,15:00:00
859,2018112509,73,1,14:24:00
860,2018112510,101,1,13:43:00
861,2018112510,193,1,12:46:00
862,2018112600,144,1,13:38:00
863,2018112600,281,1,11:25:00
864,2018112900,52,1,15:00:00
865,2018112900,99,1,13:52:00
866,2018120200,76,1,14:31:00
867,2018120200,98,1,13:56:00
868,2018120201,51,1,15:00:00
869,2018120201,73,1,14:23:00
870,2018120202,63,1,15:00:00
871,2018120202,165,1,13:37:00
872,2018120203,59,1,14:54:00
873,2018120203,81,1,14:14:00
874,2018120204,59,1,14:54:00
875,2018120204,106,1,14:00:00
876,2018120205,100,1,13:48:00
877,2018120205,139,1,13:30:00
878,2018120206,51,1,15:00:00
879,2018120206,98,1,13:47:00
880,2018120207,63,1,14:55:00
881,2018120207,164,1,14:08:00
882,2018120208,76,1,14:23:00
883,2018120208,134,1,13:21:00
884,2018120209,76,1,14:29:00
885,2018120209,170,1,12:27:00
886,2018120210,105,1,14:44:00
887,2018120210,233,1,13:03:00
888,2018120211,79,1,14:55:00
889,2018120211,195,1,13:00:00
890,2018120212,73,1,14:57:00
891,2018120212,290,1,10:39:00
892,2018120213,59,1,14:55:00
893,2018120213,81,1,14:17:00
894,2018120300,76,1,14:25:00
895,2018120300,98,1,13:58:00
896,2018120600,61,1,14:53:00
897,2018120600,114,1,13:38:00
898,2018120900,129,1,13:50:00
899,2018120900,304,1,10:20:00
900,2018120901,83,1,14:10:00
901,2018120901,259,1,10:47:00
902,2018120902,61,1,14:54:00
903,2018120902,108,1,13:39:00
904,2018120903,54,1,15:00:00
905,2018120903,197,1,13:37:00
906,2018120904,76,1,14:24:00
907,2018120904,146,1,13:27:00
908,2018120905,76,1,14:24:00
909,2018120905,123,1,13:06:00
910,2018120906,51,1,15:00:00
911,2018120906,73,1,14:30:00
912,2018120907,104,1,14:28:00
913,2018120907,148,1,13:06:00
914,2018120908,52,1,15:00:00
915,2018120908,74,1,14:28:00
916,2018120909,79,1,14:25:00
917,2018120909,126,1,13:02:00
918,2018120910,119,1,13:57:00
919,2018120910,141,1,13:22:00
920,2018120911,51,1,15:00:00
921,2018120911,75,1,14:28:00
922,2018120912,59,1,14:54:00
923,2018120912,194,1,13:27:00
924,2018120913,59,1,14:55:00
925,2018120913,142,1,13:09:00
926,2018121000,61,1,14:54:00
927,2018121000,108,1,13:31:00
928,2018121300,62,1,14:55:00
929,2018121300,136,1,13:32:00
930,2018121500,51,1,15:00:00
931,2018121500,73,1,14:19:00
932,2018121501,51,1,15:00:00
933,2018121501,175,1,12:41:00
934,2018121600,294,1,11:12:00
935,2018121600,386,1,09:52:00
936,2018121601,59,1,14:53:00
937,2018121601,176,1,12:48:00
938,2018121602,70,1,14:53:00
939,2018121602,96,1,14:09:00
940,2018121603,83,1,14:53:00
941,2018121603,136,1,13:42:00
942,2018121604,79,1,15:00:00
943,2018121604,171,1,13:43:00
944,2018121605,57,1,15:00:00
945,2018121605,151,1,12:36:00
946,2018121606,63,1,14:53:00
947,2018121606,129,1,13:39:00
948,2018121607,59,1,14:56:00
949,2018121607,106,1,13:41:00
950,2018121608,134,1,13:45:00
951,2018121608,156,1,13:19:00
952,2018121609,171,1,13:32:00
953,2018121609,195,1,13:00:00
954,2018121610,127,1,13:33:00
955,2018121610,149,1,12:51:00
956,2018121611,60,1,15:00:00
957,2018121611,82,1,14:17:00
958,2018121700,51,1,15:00:00
959,2018121700,120,1,13:55:00
960,2018122200,66,1,14:54:00
961,2018122200,141,1,13:34:00
962,2018122201,89,1,14:47:00
963,2018122201,111,1,14:07:00
964,2018122300,159,1,14:05:00
965,2018122300,206,1,12:57:00
966,2018122302,59,1,14:55:00
967,2018122302,154,1,12:33:00
968,2018122304,98,1,14:55:00
969,2018122304,151,1,13:22:00
970,2018122305,121,1,14:03:00
971,2018122305,279,1,11:30:00
972,2018122306,182,1,12:58:00
973,2018122306,282,1,12:08:00
974,2018122307,57,1,14:58:00
975,2018122307,81,1,14:24:00
976,2018122308,59,1,14:56:00
977,2018122308,81,1,14:21:00
978,2018122309,86,1,14:20:00
979,2018122309,133,1,12:56:00
980,2018122310,59,1,14:55:00
981,2018122310,176,1,13:32:00
982,2018122311,51,1,15:00:00
983,2018122311,104,1,13:38:00
984,2018122312,59,1,14:54:00
985,2018122312,110,1,13:35:00
986,2018122313,105,1,13:49:00
987,2018122313,176,1,12:58:00
988,2018122314,51,1,15:00:00
989,2018122314,160,1,14:01:00
990,2018122400,61,1,14:53:00
991,2018122400,83,1,14:16:00
992,2018123000,61,1,14:53:00
993,2018123000,83,1,14:18:00
994,2018123001,59,1,14:55:00
995,2018123001,87,1,14:15:00
996,2018123002,73,1,14:56:00
997,2018123002,147,1,14:01:00
998,2018123003,51,1,15:00:00
999,2018123003,184,1,13:06:00
1000,2018123004,157,1,14:05:00
1001,2018123004,179,1,13:34:00
1002,2018123005,140,1,14:24:00
1003,2018123005,164,1,13:39:00
1004,2018123006,51,1,15:00:00
1005,2018123006,73,1,14:32:00
1006,2018123007,74,1,15:00:00
1007,2018123007,201,1,13:01:00
1008,2018123008,96,1,14:15:00
1009,2018123008,124,1,13:28:00
1010,2018123009,59,1,14:55:00
1011,2018123009,128,1,13:01:00
1012,2018123010,81,1,14:50:00
1013,2018123010,151,1,13:58:00
1014,2018123011,155,1,13:25:00
1015,2018123011,205,1,12:14:00
1016,2018123012,93,1,14:44:00
1017,2018123012,115,1,14:08:00
1018,2018123013,62,1,14:59:00
1019,2018123013,139,1,14:10:00
1020,2018123014,84,1,14:23:00
1021,2018123014,106,1,13:52:00
1022,2018123015,83,1,14:53:00
1023,2018123015,105,1,14:16:00
