,GameKey,PlayId,GameClock,Quarter,PlayType,PossessionTeam
1582,156,151,13:24,1,Punt,HST
1583,156,291,11:48,1,Punt,IND
1584,156,374,10:20,1,Punt,HST
1585,156,706,4:36,1,Punt,HST
1586,156,1151,12:15,2,Punt,HST
1587,156,2069,12:33,3,Punt,IND
1588,156,2949,12:33,4,Punt,HST
1589,156,3711,2:00,4,Punt,IND
1590,156,4009,0:23,4,Punt,IND
1591,156,4221,11:54,5,Punt,IND
1592,156,4248,11:42,5,Punt,IND
1593,157,168,12:22,1,Punt,ARZ
1594,157,278,10:12,1,Punt,NYJ
1595,157,525,7:30,1,Punt,NYJ
1596,157,798,3:37,1,Punt,ARZ
1597,157,899,2:03,1,Punt,NYJ
1598,157,993,0:26,1,Punt,ARZ
1599,157,1701,5:46,2,Punt,NYJ
1600,157,1815,4:15,2,Punt,ARZ
1601,157,1913,2:49,2,Punt,NYJ
1602,157,2129,1:30,2,Punt,ARZ
1603,157,2400,0:14,2,Punt,NYJ
1604,157,2547,13:10,3,Punt,NYJ
1605,158,139,14:22,1,Punt,CHI
1606,158,628,6:47,1,Punt,CHI
1607,158,1283,10:21,2,Punt,CHI
1608,158,1472,6:49,2,Punt,GB
1609,158,1502,6:41,2,Punt,GB
1610,158,2827,4:43,3,Punt,CHI
1611,158,3165,14:16,4,Punt,CHI
1612,159,509,9:54,1,Punt,NYG
1613,159,898,3:53,1,Punt,NYG
1614,159,1153,15:00,2,Punt,LA
1615,159,1751,4:45,2,Punt,LA
1616,159,1890,2:19,2,Punt,NYG
1617,159,2117,1:33,2,Punt,LA
1618,159,2233,0:49,2,Punt,NYG
1619,159,2386,0:12,2,Punt,LA
1620,159,2413,0:12,2,Punt,LA
1621,159,2636,11:20,3,Punt,LA
1622,159,2739,9:59,3,Punt,NYG
1623,159,2914,6:56,3,Punt,LA
1624,159,3090,3:29,3,Punt,NYG
1625,159,3257,14:55,4,Punt,LA
1626,159,3422,12:35,4,Punt,NYG
1627,159,4056,3:10,4,Punt,NYG
1628,160,407,8:43,1,Punt,CLV
1629,160,1128,12:11,2,Punt,CIN
1630,160,1824,1:10,2,Punt,CLV
1631,160,2523,7:48,3,Punt,CLV
1632,160,2902,1:38,3,Punt,CLV
1633,160,3013,15:00,4,Punt,CLV
1634,160,3395,6:17,4,Punt,CLV
1635,160,3546,4:04,4,Punt,CIN
1636,161,139,14:01,1,Punt,DET
1637,161,371,8:42,1,Punt,WAS
1638,161,1407,3:28,2,Punt,DET
1639,161,1979,10:21,3,Punt,WAS
1640,161,3105,5:27,4,Punt,DET
1641,162,119,13:37,1,Punt,OAK
1642,162,210,12:34,1,Punt,JAX
1643,162,979,0:17,1,Punt,OAK
1644,162,2568,9:38,3,Punt,OAK
1645,162,2671,8:19,3,Punt,JAX
1646,162,2801,6:54,3,Punt,OAK
1647,162,2828,6:54,3,Punt,OAK
1648,162,2928,4:55,3,Punt,JAX
1649,162,3179,0:33,3,Punt,JAX
1650,162,3609,9:33,4,Punt,JAX
1651,162,3713,7:26,4,Punt,OAK
1652,162,4352,3:42,4,Punt,OAK
1653,163,239,10:56,1,Punt,KC
1654,163,1103,12:14,2,Punt,NO
1655,163,1545,4:55,2,Punt,NO
1656,163,1744,2:23,2,Punt,KC
1657,163,1954,0:55,2,Punt,NO
1658,163,2786,1:03,3,Punt,NO
1659,163,2979,12:21,4,Punt,KC
1660,163,3386,5:07,4,Punt,KC
1661,164,585,4:49,1,Punt,BUF
1662,164,698,3:01,1,Punt,MIA
1663,164,999,14:52,2,Punt,MIA
1664,164,1029,14:45,2,Punt,MIA
1665,164,1802,0:56,2,Punt,BUF
1666,164,1999,12:53,3,Punt,BUF
1667,164,2198,9:48,3,Punt,MIA
1668,164,2308,7:42,3,Punt,BUF
1669,164,2427,6:07,3,Punt,MIA
1670,164,2911,12:31,4,Punt,BUF
1671,164,2939,12:22,4,Punt,BUF
1672,164,3076,9:28,4,Punt,MIA
1673,164,3167,7:55,4,Punt,BUF
1674,164,3516,3:38,4,Punt,BUF
1675,165,188,12:52,1,Punt,BLT
1676,165,347,9:45,1,Punt,NYJ
1677,165,566,6:39,1,Punt,NYJ
1678,165,1384,8:00,2,Punt,NYJ
1679,165,1580,4:42,2,Punt,BLT
1680,165,2188,11:18,3,Punt,NYJ
1681,165,2300,9:34,3,Punt,BLT
1682,165,2389,8:00,3,Punt,NYJ
1683,165,3008,14:57,4,Punt,BLT
1684,165,3209,11:16,4,Punt,NYJ
1685,165,3297,9:56,4,Punt,BLT
1686,165,3379,7:49,4,Punt,NYJ
1687,165,3481,6:21,4,Punt,BLT
1688,166,141,13:18,1,Punt,PHI
1689,166,233,11:58,1,Punt,MIN
1690,166,336,10:34,1,Punt,MIN
1691,166,919,3:06,1,Punt,MIN
1692,166,1230,14:05,2,Punt,PHI
1693,166,1686,7:23,2,Punt,MIN
1694,166,1776,5:46,2,Punt,PHI
1695,166,2465,11:49,3,Punt,MIN
1696,166,3238,11:41,4,Punt,PHI
1697,167,721,3:27,1,Punt,TEN
1698,167,823,2:21,1,Punt,IND
1699,167,1051,13:51,2,Punt,TEN
1700,167,1550,5:37,2,Punt,TEN
1701,167,1752,2:23,2,Punt,IND
1702,167,2332,12:31,3,Punt,IND
1703,167,2459,10:01,3,Punt,TEN
1704,167,3432,9:49,4,Punt,IND
1705,168,1364,8:05,2,Punt,SD
1706,168,2115,13:23,3,Punt,ATL
1707,168,2199,12:21,3,Punt,SD
1708,168,2423,8:15,3,Punt,ATL
1709,169,476,8:11,1,Punt,SF
1710,169,646,4:45,1,Punt,TB
1711,169,815,1:21,1,Punt,SF
1712,169,1830,2:41,2,Punt,SF
1713,169,2288,0:22,2,Punt,SF
1714,169,2443,13:10,3,Punt,TB
1715,169,3138,4:11,3,Punt,SF
1716,169,4211,2:58,4,Punt,SF
1717,169,4403,1:18,4,Punt,TB
1718,170,131,13:02,1,Punt,PIT
1719,170,776,1:00,1,Punt,PIT
1720,170,806,0:52,1,Punt,PIT
1721,170,1442,8:16,2,Punt,NE
1722,170,1838,1:56,2,Punt,NE
1723,170,2306,13:42,3,Punt,NE
1724,170,3304,10:50,4,Punt,PIT
1725,170,3527,7:04,4,Punt,NE
1726,170,3677,5:29,4,Punt,PIT
1727,170,3765,3:13,4,Punt,NE
1728,171,220,11:36,1,Punt,ARZ
1729,171,324,10:05,1,Punt,SEA
1730,171,432,9:04,1,Punt,ARZ
1731,171,542,8:07,1,Punt,SEA
1732,171,779,2:28,1,Punt,ARZ
1733,171,883,0:40,1,Punt,SEA
1734,171,1225,11:48,2,Punt,SEA
1735,171,1866,1:40,2,Punt,SEA
1736,171,2441,10:21,3,Punt,SEA
1737,171,2898,2:57,3,Punt,SEA
1738,171,3127,13:10,4,Punt,ARZ
1739,171,3337,10:13,4,Punt,SEA
1740,171,3442,9:14,4,Punt,ARZ
1741,171,3554,7:23,4,Punt,SEA
1742,171,3692,4:44,4,Punt,ARZ
1743,171,4056,1:16,4,Punt,ARZ
1744,172,114,13:49,1,Punt,HST
1745,172,208,12:44,1,Punt,DEN
1746,172,303,11:19,1,Punt,HST
1747,172,425,9:38,1,Punt,DEN
1748,172,727,5:35,1,Punt,DEN
1749,172,1389,7:41,2,Punt,HST
1750,172,1854,1:04,2,Punt,HST
1751,172,2069,14:06,3,Punt,DEN
1752,172,2512,7:42,3,Punt,DEN
1753,172,3358,9:29,4,Punt,HST
1754,172,3502,6:33,4,Punt,DEN
1755,173,193,11:29,1,Punt,TEN
1756,173,327,9:17,1,Punt,JAX
1757,173,358,9:17,1,Punt,JAX
1758,173,765,2:02,1,Punt,JAX
1759,173,1047,14:07,2,Punt,JAX
1760,173,1358,9:04,2,Punt,JAX
1761,173,1770,3:25,2,Punt,JAX
1762,173,2855,4:59,3,Punt,JAX
1763,173,2981,2:54,3,Punt,TEN
1764,173,3677,5:29,4,Punt,TEN
1765,173,4046,2:46,4,Punt,TEN
1766,174,1003,12:30,2,Punt,CIN
1767,174,1829,1:28,2,Punt,CIN
1768,174,2473,9:25,3,Punt,WAS
1769,174,3795,5:59,4,Punt,WAS
1770,174,3995,3:27,4,Punt,CIN
1771,174,4438,0:11,4,Punt,CIN
1772,174,4666,12:02,5,Punt,WAS
1773,174,4922,7:00,5,Punt,CIN
1774,175,1335,7:25,2,Punt,GB
1775,175,1493,6:02,2,Punt,ATL
1776,175,2225,11:11,3,Punt,GB
1777,175,2795,15:00,4,Punt,GB
1778,175,2879,12:43,4,Punt,ATL
1779,176,896,3:49,1,Punt,BUF
1780,176,1249,15:00,2,Punt,BUF
1781,176,1349,14:05,2,Punt,NE
1782,176,1622,10:20,2,Punt,BUF
1783,176,1723,8:47,2,Punt,NE
1784,176,2975,12:41,3,Punt,BUF
1785,176,4782,2:34,4,Punt,NE
1786,177,331,9:43,1,Punt,NYJ
1787,177,450,8:13,1,Punt,CLV
1788,177,548,7:05,1,Punt,NYJ
1789,177,1282,11:53,2,Punt,CLV
1790,177,1382,10:50,2,Punt,NYJ
1791,177,1569,8:50,2,Punt,CLV
1792,177,1681,6:36,2,Punt,NYJ
1793,177,2095,1:34,2,Punt,NYJ
1794,177,2781,5:21,3,Punt,CLV
1795,177,3123,1:12,3,Punt,CLV
1796,177,3746,5:36,4,Punt,NYJ
1797,178,353,9:26,1,Punt,HST
1798,178,1006,11:52,2,Punt,DET
1799,178,1482,4:21,2,Punt,DET
1800,178,1639,2:00,2,Punt,HST
1801,178,1775,1:32,2,Punt,DET
1802,178,2240,12:37,3,Punt,HST
1803,178,2361,10:32,3,Punt,DET
1804,178,3100,12:51,4,Punt,HST
1805,178,3229,10:24,4,Punt,DET
1806,179,455,9:02,1,Punt,IND
1807,179,561,7:32,1,Punt,KC
1808,179,911,1:39,1,Punt,IND
1809,179,1386,7:56,2,Punt,KC
1810,179,1546,4:11,2,Punt,IND
1811,179,1729,2:18,2,Punt,KC
1812,179,1858,1:44,2,Punt,IND
1813,179,1996,0:51,2,Punt,KC
1814,179,2338,13:14,3,Punt,IND
1815,179,3142,15:00,4,Punt,KC
1816,179,3186,14:51,4,Punt,KC
1817,179,3282,13:22,4,Punt,IND
1818,179,3678,7:17,4,Punt,IND
1819,180,194,12:20,1,Punt,NO
1820,180,370,8:56,1,Punt,SEA
1821,180,611,6:18,1,Punt,NO
1822,180,731,3:43,1,Punt,SEA
1823,180,2922,1:59,3,Punt,SEA
1824,181,222,11:53,1,Punt,TB
1825,181,323,10:38,1,Punt,OAK
1826,181,1179,11:56,2,Punt,OAK
1827,181,1309,10:35,2,Punt,TB
1828,181,1727,5:47,2,Punt,TB
1829,181,1942,1:15,2,Punt,OAK
1830,181,2363,9:22,3,Punt,TB
1831,181,2680,3:21,3,Punt,TB
1832,181,2867,1:20,3,Punt,OAK
1833,181,3259,8:41,4,Punt,OAK
1834,181,4013,0:58,4,Punt,TB
1835,181,4504,10:10,5,Punt,TB
1836,181,4823,4:44,5,Punt,OAK
1837,181,4934,3:29,5,Punt,TB
1838,182,567,6:06,1,Punt,DEN
1839,182,660,4:28,1,Punt,SD
1840,182,780,3:10,1,Punt,DEN
1841,182,894,2:14,1,Punt,SD
1842,182,1003,1:17,1,Punt,DEN
1843,182,1187,13:19,2,Punt,SD
1844,182,1302,12:05,2,Punt,DEN
1845,182,1452,10:21,2,Punt,SD
1846,182,1689,8:11,2,Punt,SD
1847,182,3568,9:51,4,Punt,SD
1848,182,4352,2:19,4,Punt,DEN
1849,183,298,10:35,1,Punt,ARZ
1850,183,447,8:13,1,Punt,CAR
1851,183,610,6:26,1,Punt,ARZ
1852,183,1039,14:53,2,Punt,ARZ
1853,183,1398,9:24,2,Punt,ARZ
1854,183,2478,10:30,3,Punt,ARZ
1855,183,3088,0:54,3,Punt,CAR
1856,183,3361,12:11,4,Punt,ARZ
1857,183,3491,10:04,4,Punt,CAR
1858,184,210,11:58,1,Punt,DAL
1859,184,337,9:16,1,Punt,PHI
1860,184,800,3:21,1,Punt,PHI
1861,184,1276,10:34,2,Punt,PHI
1862,184,1388,8:58,2,Punt,DAL
1863,184,2248,12:53,3,Punt,PHI
1864,184,2358,10:42,3,Punt,DAL
1865,184,2828,4:55,3,Punt,DAL
1866,184,3390,13:12,4,Punt,DAL
1867,184,3778,6:34,4,Punt,PHI
1868,184,4236,1:54,4,Punt,PHI
1869,184,4330,1:24,4,Punt,DAL
1870,184,4501,0:46,4,Punt,PHI
1871,185,220,12:19,1,Punt,MIN
1872,185,504,6:51,1,Punt,MIN
1873,185,608,5:26,1,Punt,CHI
1874,185,717,4:34,1,Punt,MIN
1875,185,843,3:22,1,Punt,CHI
1876,185,949,1:27,1,Punt,MIN
1877,185,1274,11:35,2,Punt,MIN
1878,185,2686,7:12,3,Punt,MIN
1879,185,2859,2:55,3,Punt,CHI
1880,185,3163,12:56,4,Punt,MIN
1881,185,3333,9:00,4,Punt,CHI
1882,185,3942,0:15,4,Punt,CHI
1883,185,3965,0:15,4,Punt,CHI
1884,186,1455,10:41,2,Punt,TB
1885,186,2256,1:53,2,Punt,TB
1886,186,2921,8:06,3,Punt,TB
1887,187,116,13:33,1,Punt,PIT
1888,187,303,10:48,1,Punt,BLT
1889,187,386,9:16,1,Punt,PIT
1890,187,768,2:00,1,Punt,PIT
1891,187,984,14:56,2,Punt,PIT
1892,187,1085,12:46,2,Punt,BLT
1893,187,1222,11:14,2,Punt,PIT
1894,187,1523,8:06,2,Punt,BLT
1895,187,1550,7:52,2,Punt,BLT
1896,187,1658,6:36,2,Punt,BLT
1897,187,1747,4:30,2,Punt,PIT
1898,187,1882,3:30,2,Punt,BLT
1899,187,2016,1:57,2,Punt,PIT
1900,187,2681,9:46,3,Punt,BLT
1901,187,2778,8:41,3,Punt,PIT
1902,187,2865,6:34,3,Punt,BLT
1903,187,3081,3:26,3,Punt,PIT
1904,187,3246,0:02,3,Punt,BLT
1905,187,3392,13:44,4,Punt,PIT
1906,187,3845,7:00,4,Punt,BLT
1907,187,4355,2:14,4,Punt,BLT
1908,188,664,4:44,1,Punt,CLV
1909,188,762,3:11,1,Punt,DAL
1910,188,1414,6:38,2,Punt,CLV
1911,188,2453,7:19,3,Punt,CLV
1912,188,2824,0:25,3,Punt,CLV
1913,188,3114,9:50,4,Punt,DAL
1914,188,3212,7:59,4,Punt,CLV
1915,189,189,12:15,1,Punt,JAX
1916,189,445,8:37,1,Punt,KC
1917,189,605,5:22,1,Punt,JAX
1918,189,766,2:16,1,Punt,KC
1919,189,1241,12:31,2,Punt,KC
1920,189,1579,6:24,2,Punt,JAX
1921,189,1741,3:28,2,Punt,KC
1922,189,2297,12:51,3,Punt,KC
1923,189,2677,6:40,3,Punt,JAX
1924,189,3509,6:46,4,Punt,KC
1925,189,3874,3:15,4,Punt,KC
1926,190,1647,2:18,2,Punt,MIA
1927,190,1774,1:50,2,Punt,NYJ
1928,190,1810,1:37,2,Punt,NYJ
1929,190,2209,11:42,3,Punt,MIA
1930,190,2299,10:08,3,Punt,NYJ
1931,190,3204,10:24,4,Punt,MIA
1932,190,3487,6:01,4,Punt,MIA
1933,190,3788,3:06,4,Punt,NYJ
1934,191,173,12:21,1,Punt,MIN
1935,191,550,4:31,1,Punt,MIN
1936,191,639,3:04,1,Punt,DET
1937,191,1141,9:56,2,Punt,MIN
1938,191,1851,12:56,3,Punt,DET
1939,191,1952,10:42,3,Punt,MIN
1940,191,2043,9:41,3,Punt,DET
1941,191,2495,3:11,3,Punt,DET
1942,191,3302,4:26,4,Punt,DET
1943,192,123,14:15,1,Punt,NYG
1944,192,793,2:43,1,Punt,NYG
1945,192,1030,13:57,2,Punt,NYG
1946,192,1517,7:35,2,Punt,PHI
1947,192,1670,5:42,2,Punt,NYG
1948,192,1858,2:29,2,Punt,NYG
1949,192,2801,6:06,3,Punt,PHI
1950,192,3024,4:35,3,Punt,NYG
1951,192,3630,8:44,4,Punt,PHI
1952,192,3716,7:11,4,Punt,NYG
1953,193,299,9:59,1,Punt,CAR
1954,193,390,9:03,1,Punt,LA
1955,193,726,2:22,1,Punt,LA
1956,193,914,14:54,2,Punt,CAR
1957,193,1030,13:01,2,Punt,LA
1958,193,1126,11:19,2,Punt,CAR
1959,193,1345,6:39,2,Punt,LA
1960,193,1439,5:06,2,Punt,CAR
1961,193,2265,9:36,3,Punt,CAR
1962,193,2347,7:46,3,Punt,LA
1963,193,2538,3:27,3,Punt,CAR
1964,194,262,12:24,1,Punt,NO
1965,194,2172,1:54,2,Punt,NO
1966,194,2858,10:23,3,Punt,NO
1967,194,3460,1:45,3,Punt,SF
1968,194,3767,13:01,4,Punt,SF
1969,194,4475,3:05,4,Punt,NO
1970,195,730,3:00,1,Punt,GB
1971,195,1243,11:45,2,Punt,GB
1972,195,1393,9:23,2,Punt,IND
1973,195,1550,5:51,2,Punt,GB
1974,195,2561,7:34,3,Punt,IND
1975,195,2959,14:39,4,Punt,IND
1976,195,2988,14:28,4,Punt,IND
1977,195,3127,12:34,4,Punt,GB
1978,195,3623,5:35,4,Punt,IND
1979,196,371,9:02,1,Punt,TEN
1980,196,763,2:17,1,Punt,TEN
1981,196,1441,6:55,2,Punt,SD
1982,196,1568,5:22,2,Punt,TEN
1983,196,1757,2:42,2,Punt,SD
1984,196,3257,0:30,3,Punt,TEN
1985,196,3410,12:58,4,Punt,SD
1986,197,128,14:45,1,Punt,DEN
1987,197,466,9:30,1,Punt,DEN
1988,197,827,3:43,1,Punt,DEN
1989,197,1171,12:55,2,Punt,DEN
1990,197,1304,12:01,2,Punt,OAK
1991,197,1803,3:13,2,Punt,DEN
1992,197,2653,8:57,3,Punt,OAK
1993,197,2754,7:55,3,Punt,DEN
1994,197,2899,4:43,3,Punt,OAK
1995,197,4274,2:30,4,Punt,OAK
1996,198,122,13:45,1,Punt,SEA
1997,198,1343,7:27,2,Punt,SEA
1998,198,1468,6:21,2,Punt,BUF
1999,198,1824,2:29,2,Punt,BUF
2000,198,2801,6:23,3,Punt,SEA
2001,198,3878,3:22,4,Punt,BUF
2002,198,4013,2:53,4,Punt,SEA
2003,199,216,12:27,1,Punt,BLT
2004,199,401,9:54,1,Punt,CLV
2005,199,544,7:07,1,Punt,BLT
2006,199,670,4:12,1,Punt,CLV
2007,199,1017,14:30,2,Punt,CLV
2008,199,1559,3:37,2,Punt,BLT
2009,199,1728,1:45,2,Punt,CLV
2010,199,2246,13:41,3,Punt,CLV
2011,199,2740,5:13,3,Punt,CLV
2012,199,3687,4:09,4,Punt,BLT
2013,199,3777,3:17,4,Punt,CLV
2014,200,544,5:51,1,Punt,CAR
2015,200,636,4:09,1,Punt,KC
2016,200,799,1:43,1,Punt,CAR
2017,200,927,15:00,2,Punt,KC
2018,200,1513,5:35,2,Punt,KC
2019,200,2442,10:37,3,Punt,KC
2020,200,2977,0:30,3,Punt,CAR
2021,200,3508,7:49,4,Punt,CAR
2022,200,3834,1:56,4,Punt,CAR
2023,200,4024,0:43,4,Punt,KC
2024,201,2161,14:03,3,Punt,HST
2025,201,2411,9:20,3,Punt,JAX
2026,201,2569,6:14,3,Punt,HST
2027,201,2671,4:29,3,Punt,JAX
2028,201,3455,6:12,4,Punt,JAX
2029,201,3574,3:50,4,Punt,HST
2030,202,195,13:06,1,Punt,NO
2031,202,929,0:07,1,Punt,DEN
2032,202,1256,10:49,2,Punt,NO
2033,202,1527,5:26,2,Punt,DEN
2034,202,1623,3:36,2,Punt,NO
2035,202,2217,12:27,3,Punt,DEN
2036,202,3416,7:54,4,Punt,NO
2037,203,445,7:26,1,Punt,NYJ
2038,203,704,2:45,1,Punt,LA
2039,203,727,1:50,1,Punt,LA
2040,203,1124,9:50,2,Punt,LA
2041,203,1397,5:24,2,Punt,NYJ
2042,203,1507,3:49,2,Punt,LA
2043,203,1683,1:06,2,Punt,NYJ
2044,203,1813,0:43,2,Punt,LA
2045,203,2189,13:46,3,Punt,NYJ
2046,203,2287,12:20,3,Punt,LA
2047,203,2460,8:45,3,Punt,NYJ
2048,203,3048,13:11,4,Punt,NYJ
2049,203,3138,11:56,4,Punt,LA
2050,203,3233,11:03,4,Punt,NYJ
2051,203,3641,4:52,4,Punt,NYJ
2052,203,3855,3:01,4,Punt,LA
2053,204,193,11:42,1,Punt,ATL
2054,204,650,2:44,1,Punt,ATL
2055,204,1128,7:47,2,Punt,PHI
2056,204,3085,10:32,4,Punt,ATL
2057,204,3657,5:36,4,Punt,ATL
2058,204,3740,4:04,4,Punt,PHI
2059,205,211,11:32,1,Punt,CHI
2060,205,298,9:26,1,Punt,TB
2061,205,495,5:48,1,Punt,TB
2062,205,1390,6:40,2,Punt,TB
2063,205,1715,1:54,2,Punt,CHI
2064,205,2354,11:43,3,Punt,CHI
2065,205,2381,11:28,3,Punt,CHI
2066,205,2828,4:04,3,Punt,CHI
2067,205,2935,1:59,3,Punt,TB
2068,205,3675,4:39,4,Punt,CHI
2069,205,3776,2:46,4,Punt,TB
2070,206,123,13:38,1,Punt,GB
2071,206,405,10:31,1,Punt,GB
2072,206,718,5:35,1,Punt,GB
2073,206,1796,2:35,2,Punt,TEN
2074,206,2482,13:13,3,Punt,TEN
2075,206,3446,13:44,4,Punt,TEN
2076,206,4197,3:42,4,Punt,GB
2077,206,4308,1:18,4,Punt,TEN
2078,206,4350,1:10,4,Punt,TEN
2079,207,131,13:32,1,Punt,MIN
2080,207,668,4:24,1,Punt,MIN
2081,207,1174,10:09,2,Punt,MIN
2082,207,1264,9:40,2,Punt,WAS
2083,207,1633,3:46,2,Punt,WAS
2084,207,2530,6:05,3,Punt,MIN
2085,207,2957,13:03,4,Punt,MIN
2086,208,182,12:11,1,Punt,SD
2087,208,448,5:44,1,Punt,MIA
2088,208,555,4:41,1,Punt,SD
2089,208,652,3:06,1,Punt,MIA
2090,208,1001,12:42,2,Punt,MIA
2091,208,1742,0:55,2,Punt,SD
2092,208,2755,13:51,4,Punt,SD
2093,208,2979,11:46,4,Punt,MIA
2094,208,3349,5:21,4,Punt,MIA
2095,209,116,14:13,1,Punt,ARZ
2096,209,208,12:35,1,Punt,SF
2097,209,384,10:07,1,Punt,SF
2098,209,796,2:02,1,Punt,SF
2099,209,923,0:10,1,Punt,ARZ
2100,209,2638,13:55,3,Punt,SF
2101,209,3103,5:34,3,Punt,ARZ
2102,209,3215,4:02,3,Punt,SF
2103,209,3509,0:52,3,Punt,SF
2104,209,3699,12:23,4,Punt,ARZ
2105,209,3949,8:19,4,Punt,SF
2106,210,1134,14:38,2,Punt,PIT
2107,210,1780,3:17,2,Punt,DAL
2108,210,2025,0:51,2,Punt,PIT
2109,210,2118,0:27,2,Punt,DAL
2110,210,2999,3:41,3,Punt,PIT
2111,210,3340,13:17,4,Punt,PIT
2112,210,3427,11:09,4,Punt,DAL
2113,211,592,5:56,1,Punt,NE
2114,211,985,0:08,1,Punt,NE
2115,211,1612,6:15,2,Punt,SEA
2116,211,2356,13:39,3,Punt,SEA
2117,212,504,7:44,1,Punt,NYG
2118,212,687,4:35,1,Punt,CIN
2119,212,911,1:22,1,Punt,NYG
2120,212,1114,13:40,2,Punt,CIN
2121,212,1443,7:56,2,Punt,CIN
2122,212,2312,12:37,3,Punt,NYG
2123,212,2583,8:02,3,Punt,NYG
2124,212,2708,5:53,3,Punt,CIN
2125,212,2880,3:40,3,Punt,NYG
2126,212,2991,2:08,3,Punt,CIN
2127,212,3577,9:09,4,Punt,CIN
2128,212,3725,6:23,4,Punt,NYG
2129,212,3874,3:08,4,Punt,CIN
2130,213,1033,13:36,2,Punt,CAR
2131,213,1143,11:41,2,Punt,NO
2132,213,1298,9:32,2,Punt,CAR
2133,213,1686,4:18,2,Punt,NO
2134,213,3195,13:15,4,Punt,CAR
2135,213,3416,11:02,4,Punt,CAR
2136,213,3453,10:55,4,Punt,CAR
2137,213,3551,10:05,4,Punt,NO
2138,213,3663,8:14,4,Punt,CAR
2139,213,4355,0:28,4,Punt,CAR
2140,214,157,13:27,1,Punt,CIN
2141,214,1068,15:00,2,Punt,BUF
2142,214,2617,8:18,3,Punt,CIN
2143,214,2744,6:37,3,Punt,BUF
2144,214,2847,5:23,3,Punt,CIN
2145,214,3349,11:13,4,Punt,CIN
2146,214,3505,8:28,4,Punt,BUF
2147,214,3609,7:26,4,Punt,CIN
2148,214,3696,5:44,4,Punt,BUF
2149,214,3802,4:26,4,Punt,CIN
2150,214,3967,2:37,4,Punt,BUF
2151,215,808,14:22,2,Punt,CLV
2152,215,1345,2:16,2,Punt,CLV
2153,215,1376,2:03,2,Punt,CLV
2154,215,1943,13:15,3,Punt,PIT
2155,215,3127,8:19,4,Punt,PIT
2156,215,3305,5:43,4,Punt,CLV
2157,215,3392,4:02,4,Punt,PIT
2158,216,112,13:15,1,Punt,DAL
2159,216,254,10:45,1,Punt,BLT
2160,216,461,8:48,1,Punt,DAL
2161,216,846,0:20,1,Punt,DAL
2162,216,876,0:11,1,Punt,DAL
2163,216,1061,13:29,2,Punt,BLT
2164,216,1156,12:23,2,Punt,DAL
2165,216,1275,9:41,2,Punt,BLT
2166,216,2265,13:27,3,Punt,BLT
2167,216,2744,4:37,3,Punt,BLT
2168,217,273,11:29,1,Punt,DET
2169,217,515,6:29,1,Punt,JAX
2170,217,610,5:40,1,Punt,DET
2171,217,743,2:45,1,Punt,JAX
2172,217,969,15:00,2,Punt,DET
2173,217,1243,12:34,2,Punt,DET
2174,217,1331,11:31,2,Punt,JAX
2175,217,1509,8:33,2,Punt,JAX
2176,217,1619,6:17,2,Punt,DET
2177,217,2699,7:15,3,Punt,DET
2178,217,3124,13:32,4,Punt,JAX
2179,217,3421,8:27,4,Punt,JAX
2180,218,127,13:45,1,Punt,TEN
2181,218,560,6:41,1,Punt,TEN
2182,218,954,0:33,1,Punt,TEN
2183,218,1385,7:27,2,Punt,TEN
2184,218,2199,13:29,3,Punt,IND
2185,218,2287,12:00,3,Punt,TEN
2186,218,2385,11:36,3,Punt,IND
2187,218,2848,3:15,3,Punt,IND
2188,218,3468,8:03,4,Punt,TEN
2189,219,764,14:25,2,Punt,KC
2190,219,1081,8:47,2,Punt,KC
2191,219,2541,6:34,3,Punt,KC
2192,219,2909,15:00,4,Punt,TB
2193,219,3959,0:22,4,Punt,TB
2194,220,141,13:33,1,Punt,ARZ
2195,220,787,1:42,1,Punt,MIN
2196,220,2139,13:59,3,Punt,ARZ
2197,220,2428,7:47,3,Punt,ARZ
2198,220,2582,5:30,3,Punt,MIN
2199,220,3071,13:34,4,Punt,ARZ
2200,220,3643,6:10,4,Punt,MIN
2201,220,3742,4:24,4,Punt,ARZ
2202,220,3886,2:33,4,Punt,MIN
2203,221,958,13:25,2,Punt,NYG
2204,221,1858,0:14,2,Punt,CHI
2205,221,2235,10:16,3,Punt,CHI
2206,221,2549,5:26,3,Punt,CHI
2207,221,2681,3:19,3,Punt,NYG
2208,221,3008,12:56,4,Punt,NYG
2209,221,3105,12:01,4,Punt,CHI
2210,221,3208,9:47,4,Punt,NYG
2211,221,3295,7:25,4,Punt,CHI
2212,221,3437,4:47,4,Punt,NYG
2213,221,3544,3:40,4,Punt,CHI
2214,221,3660,3:13,4,Punt,NYG
2215,222,147,13:57,1,Punt,LA
2216,222,285,11:54,1,Punt,MIA
2217,222,524,7:45,1,Punt,MIA
2218,222,622,6:03,1,Punt,LA
2219,222,844,1:18,1,Punt,MIA
2220,222,1021,14:27,2,Punt,LA
2221,222,1112,12:19,2,Punt,MIA
2222,222,1214,10:02,2,Punt,LA
2223,222,1423,5:42,2,Punt,MIA
2224,222,1597,2:00,2,Punt,LA
2225,222,1754,0:17,2,Punt,MIA
2226,222,1908,13:28,3,Punt,MIA
2227,222,2231,9:34,3,Punt,LA
2228,222,2258,9:34,3,Punt,LA
2229,222,2410,8:01,3,Punt,MIA
2230,222,2845,14:25,4,Punt,MIA
